PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
308221425,23047006,99,2023-03-31T08:45:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.01656851,40.45687441
308229956,23046665,10,2023-03-30T15:00:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,8,2,-79.92259331,40.46013934
306593847,23036346,0,2023-03-11T13:49:00,"4800 Block Baum Blvd Pittsburgh, PA 15213",Y,Bloomfield,5,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,804,7,2,-79.94741021,40.45424822
306594402,23035873,6,2023-03-10T14:00:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,509,6,3,-79.97383971,40.4509833
306643875,23036406,27,2023-03-10T09:30:00,"4700 Block Cypress St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,7,2,-79.94902829,40.45986436
306644076,23036424,6,2023-03-03T13:00:00,"7700 Block Calway St Pittsburgh, PA 15221",N,Homewood North,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1301,,,,
306644281,23036389,0,2023-03-11T15:43:00,"Glass Run Rd & Baldwin Rd Pittsburgh, PA 15207",N,Hays,4,99,9999 9999 - (Misc. Incident): ,3101,5,3,-79.93283108,40.38981861
306651801,23036593,22,2023-03-12T01:01:00,"600 Block Commonwealth Pl Pittsburgh, PA 15219",Y,Central Business District,2,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 9498 302 (Mental)",201,6,6,-80.00640882,40.44174089
306669864,23036723,10,2023-03-12T07:17:00,"200 Block W Burgess St Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault. / 3928 Unauthorized Use of Automobile and Other Vehicles.,2614,6,1,-80.01131139,40.46701871
306670466,23036773,27,2023-03-12T00:35:00,"3900 Block Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.96373819,40.46760174
306674541,23036779,10,2023-03-12T10:35:00,"6700 Block Deary St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709(a) Harassment.,1203,9,2,-79.90250085,40.46495113
308039444,23045562,5,2023-03-28T16:10:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.88772958,40.4565467
308039587,23045543,10,2023-03-28T16:16:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1303,,,,
308042182,23045634,3,2023-03-28T14:50:00,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.00398861,40.44085004
308042351,23045601,10,2023-03-28T17:00:00,"300 Block Woodruff St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709 Harassment (Non-Specific) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1914,2,5,-80.01075765,40.43090405
308046338,23045609,99,2023-03-28T17:38:00,"1300 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2406,1,1,-79.98808179,40.45915717
308049199,23045723,99,2023-03-28T20:46:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,MENTAL 201/302,9498 302 (Mental),1915,4,5,-80.01241499,40.41849775
308059160,23045752,99,2023-03-28T23:32:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99459105,40.43533467
308092730,23045881,99,2023-03-29T08:48:00,"5600 Block East Liberty Blvd Pittsburgh, PA 15206",Y,East Liberty,5,MENTAL 201/302,9498 302 (Mental),1113,9,2,-79.92813946,40.46767732
308108710,23046048,0,2023-03-29T15:00:00,"4400 Block Morefield St Pittsburgh, PA 15214",N,Summer Hill,1,99,9994 PFA Service,2612,1,1,-80.01518803,40.49698537
306351613,23035011,10,2023-03-08T19:29:00,"3400 Block Webster Ave Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),506,6,3,-79.96165009,40.45485487
306362801,23035023,3,2023-03-08T19:56:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,103,6,3,-79.9838081,40.43835816
306460180,23035403,0,2023-03-09T15:31:00,"7000 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.8992769,40.46314656
306364642,23035086,27,2023-03-08T23:20:00,"800 Block N Murtland St Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.90146194,40.45758631
306441990,23031013,99,2023-03-03T08:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196846,40.45121772
306457044,23035392,14,2023-03-09T15:05:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,8,2,-79.92259331,40.46013934
307860839,23044406,6,2023-03-26T01:15:00,"100 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5703 Intercept, Discl. or Use of Wire, Elect. or Oral Comm.",1914,2,5,-80.00916642,40.42704891
307861434,23044424,6,2023-03-26T11:30:00,"20 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1706,3,3,-79.9871463,40.42104681
307867380,23044505,0,2023-03-26T16:45:00,"1200 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,99,"1333 Lost, Stolen, Damaged or Illegible Registration Plate.",2206,1,1,-80.00649197,40.45603437
307868720,23044540,29,2023-03-26T17:58:00,"1600 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2901,4,3,-79.99059189,40.39977651
307886815,23044622,99,2023-03-27T00:30:00,"6400 Block Adelphia St Pittsburgh, PA 15206",N,Stanton Heights,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1018,7,2,-79.93171686,40.48717368
307903536,23044773,27,2023-03-27T08:10:00,"Ohio River Blvd & Mckees Rocks Brg Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.04385252,40.47956251
307907823,23044789,10,2023-03-25T00:01:00,"3500 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709(a) Harassment.,2703,1,1,-80.04027347,40.47826147
307912871,23044811,27,2023-03-25T15:59:00,"100 Block South Commons Pittsburgh, PA 15212",N,Allegheny Center,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2204,1,1,-80.0051924,40.45101142
307919908,23044841,6,2023-03-27T11:00:00,"1800 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT FROM AUTO,3934 Theft from Vehicle,2620,1,1,-79.9919704,40.46500422
307926467,23044867,0,2023-03-26T10:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1106,9,2,-79.90861668,40.47030563
307926932,23044834,10,2023-03-27T10:50:00,"600 Block Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.99740883,40.44153322
307932536,23044930,27,2023-03-27T13:00:00,"39th St & Howley St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.95958238,40.46323411
-3523003455,23031428,99,2023-03-02T07:00:00,"100 Block 45th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,,,,
305894090,23032080,10,2023-03-02T10:57:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,,,,
305904938,23032022,99,2023-03-03T02:01:00,"3900 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,403,3,3,-79.95575314,40.44186162
308099372,23045988,99,2023-03-29T13:30:00,"400 Block 7th Ave Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.99659161,40.4427401
306086140,23033596,0,2023-03-06T08:56:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.99361351,40.46659028
306116091,23033650,99,2023-03-06T11:15:00,"600 Block Perry St Pittsburgh, PA 15219",N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,,,,
306134898,23033808,6,2023-03-06T16:14:00,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,7,6,-79.98392821,40.45112596
306146726,23033958,99,2023-03-06T20:27:00,"Addison St & Addison Pl Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,3,-79.97658598,40.44206767
306148224,23033992,11,2023-03-06T21:15:00,"5200 Block Lytle St Pittsburgh, PA 15207",Y,Hazelwood,4,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1501,5,3,-79.94517931,40.40504255
307501679,23041814,10,2023-03-19T13:46:00,"500 Block Lime St Pittsburgh, PA 15220",Y,Duquesne Heights,3,SIMPLE ASSAULT,2701 Simple Assault.,1911,,,,
307540583,23042120,6,2023-03-21T19:00:00,"1900 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,,
307542419,23042063,6,2023-03-22T12:30:00,"500 Block N  Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1113,8,2,-79.92494548,40.4530106
307554850,23039103,10,2023-03-16T22:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99604095,40.43503957
307569841,23042296,0,2023-03-22T19:14:00,"7100 Block Everton St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1202,,,,
307570276,23042327,6,2023-03-22T20:15:00,"300 Block La Belle St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1903,2,5,-80.01648602,40.4331459
307570375,23042243,99,2023-03-22T17:45:00,"200 Block Michigan St Pittsburgh, PA 15210",N,Beltzhoover,3,LOST PROPERTY,9504 Lost Property,1809,4,5,-80.00386236,40.41584386
307575098,23042362,10,2023-03-22T21:50:00,"1800 Block Whited St Pittsburgh, PA 15210",N,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,3206,4,5,-79.99910181,40.39581433
305692837,23030813,6,2023-03-01T07:50:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883,40.44153322
305887821,23032042,99,2023-03-03T08:10:00,"6900 Block Claridge Pl Pittsburgh, PA 15208",N,Regent Square,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1410,8,3,-79.90677508,40.45009074
306688891,23037024,27,2023-03-12T20:56:00,"700 Block Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,2108,1,1,-80.01831096,40.44971489
306689572,23037003,99,2023-03-12T20:13:00,"6500 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1208,,,,
306696237,23037098,13,2023-03-13T02:30:00,"Glen Mawr St & W Carson St Pittsburgh, PA 15204",Y,Sheraden,6,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License.,2018,2,5,-80.04111055,40.45469433
306704533,23037070,99,2023-03-13T00:32:00,"Pioneer Ave & Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked.,1918,4,5,-80.02366496,40.39623783
306774898,23031783,10,2023-03-02T03:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Homewood West,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-79.99318468,40.43507182
306775521,23037394,10,2023-03-10T16:00:00,"400 Block Stadium St Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT,2709 Harassment (Non-Specific),2018,2,5,-80.0544841,40.46082275
306781284,23033663,4,2023-03-05T17:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Friendship,2,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 2701 Simple Assault. / 2903 False Imprisonment. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,6,6,-79.99604095,40.43503957
308191037,23046810,10,2023-03-30T02:00:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(2) Strangulation - Blocking the Nose and Mouth of the Person,2023,2,5,-80.03027139,40.4199184
308196920,23046910,10,2023-03-31T00:47:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.99740883,40.44153322
308221418,23046981,10,2023-03-31T07:16:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,HARRASSMENT,2709(a) Harassment.,2620,1,1,-79.99204185,40.46535965
308228084,23046590,0,2023-03-30T13:30:00,"6500 Block Dean St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1203,,,,
308251955,23047220,6,2023-03-31T16:35:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,,,,
308251981,23047195,0,2023-03-31T16:07:00,"7200 Block Race St Pittsburgh, PA 15208",N,Homewood North,5,99,1543 Driving While Operating Privilege is Suspended or Revoked. / 9999 9999 - (Misc. Incident): ,1302,9,2,-79.8957066,40.45883675
306675189,23036808,6,2023-03-12T11:53:00,"600 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99947653,40.44212886
306677707,23036875,0,2023-03-11T23:05:00,"400 Block W Warrington Ave Pittsburgh, PA 15226",Y,Beltzhoover,3,99,901 Criminal Attempt,1809,3,5,-80.00007806,40.42073909
306683511,23036936,0,2023-03-12T17:26:00,"200 Block Kennedy Ave Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,1,1,-80.01045572,40.47428943
306684450,23036947,6,2023-03-12T17:15:00,"700 Block Maginn Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2615,,,,
306689861,23037045,10,2023-03-12T22:18:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99740883,40.44153322
306695961,23037094,0,2023-03-13T03:28:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1918,4,5,-80.02169563,40.39459113
306697968,23037129,99,2023-03-12T22:30:00,"200 Block Lothrop St Pittsburgh, PA 15213",N,West Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,402,8,3,-79.9609287,40.44224702
306736325,23037169,27,2023-03-13T07:45:00,"400 Block Oliver Ave & Grant St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,,
306738569,23037260,10,2023-03-13T09:15:00,"200 Block Perry View Ave Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific),2602,1,1,-80.02456124,40.49501839
308121063,23046086,27,2023-03-29T14:30:00,"N Graham St & Penn Ave Pittsburgh, PA 15206",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1114,9,2,-79.93492863,40.4647661
308124026,23046161,14,2023-03-29T18:00:00,"500 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2020,2,5,-80.03785956,40.44605829
308127278,23046193,6,2023-03-29T18:00:00,"5800 Block Phillips Ave Pittsburgh, PA 15217",N,Greenfield,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1516,5,3,-79.92310899,40.43235433
308127294,23046162,4,2023-03-29T18:01:00,"200 Block Shafer St Pittsburgh, PA 15210",Y,Arlington,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3744 Duty to Give Information and Render Aid / 3732.1 Aggravated Assault by Vehicle / 3736 Reckless Driving,1603,3,3,-79.97549962,40.41587923
308132794,23046272,5,2023-03-29T22:02:00,"7400 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary.,1302,9,2,-79.89101593,40.45832161
308135791,23046359,0,2023-03-30T01:54:00,"2100 Block Webster Ave Pittsburgh, PA 15219",N,Central Business District,2,99,8106 Shots Fired,201,,,,
308160630,23046526,0,2023-03-30T12:12:00,"1500 Block Crucible St Pittsburgh, PA 15204",N,Crafton Heights,6,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2814,,,,
308170242,23046581,99,2023-03-30T14:00:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),705,,,,
308175941,23044297,0,2023-03-30T16:32:00,"20 Block Bailey Ave Pittsburgh, PA 15211",Y,Mount Washington,3,99,3503(b.1) Criminal Trespass - Simple Trespasser,1807,3,5,-80.00492386,40.42670096
305772752,23031452,0,2023-03-02T08:45:00,"1400 Block Poplar St Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.05381412,40.42794586
306471796,23035486,13,2023-03-09T18:45:00,"1100 Block Arlington Ave Pittsburgh, PA 15203",Y,Allentown,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1803,3,5,-79.99126831,40.42253058
306475957,23035506,10,2023-03-09T19:11:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 9497 Aided Case,201,6,6,-79.99891919,40.44268636
306495299,23035598,0,2023-03-09T23:45:00,"Diaz Way & Wick St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,8106 Shots Fired,305,6,3,-79.97975521,40.43940117
306531203,23035767,14,2023-03-06T18:00:00,"500 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.99811947,40.44034004
306533868,23035841,11,2023-03-10T12:47:00,"200 Block Shaler St Pittsburgh, PA 15211",N,Duquesne Heights,3,IDENTITY THEFT,4120 Identity Theft,1911,2,5,-80.02387469,40.43971962
306534687,23035826,0,2023-03-10T12:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998241,40.44358891
306541632,23035854,0,2023-03-10T01:20:00,"400 Block Garner  Ct Pittsburgh, PA 15213",N,Terrace Village,2,99,9999 9999 - (Misc. Incident): ,511,6,3,-79.96998313,40.44242622
307962721,23045213,99,2023-03-28T00:22:00,"Maryland Ave & Alder St Pittsburgh, PA 15232",Y,Shadyside,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,705,8,2,-79.93039053,40.45543904
307963617,23045245,27,2023-03-28T02:39:00,"1100 Block Hall St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving / 3744 Duty to Give Information and Render Aid,2715,,,,
307964695,23045250,4,2023-03-28T03:39:00,"7100 Block Race St Pittsburgh, PA 15208",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 607.03 Discharging Firearm or Airgun,1302,9,2,-79.89793866,40.45933422
307964712,23045260,26,2023-03-28T03:30:00,"4600 Block Bayard St Pittsburgh, PA 15213",N,North Oakland,4,THEFT BY EXTORTION,3923 Theft by Extortion.,404,8,3,-79.95023863,40.44977416
308012806,23045355,6,2023-03-28T07:00:00,"500 Block Tripod Way Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1208,,,,
308014749,23045362,6,2023-03-28T07:00:00,"500 Block Tripod Way Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1208,,,,
308017098,23045360,18,2023-03-28T10:45:00,"1500 Block Clarkton St Pittsburgh, PA 15204",Y,Windgap,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,2807,2,5,-80.07474097,40.45888749
308021583,23045394,27,2023-03-28T11:32:00,"100 Block Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,-80.06151183,40.34406028
